date,rain_mm,precip_mm,snow_mm,temp_mean_c,temp_max_c,temp_min_c,wind_max_kmh,gust_max_kmh
2025-01-18,0.0,0.0,0.0,-0.4,3.7,-2.5,9.4,21.2
2025-01-19,0.0,0.0,0.0,-1.2,0.1,-3.3,5.5,12.6
2025-01-20,0.0,0.0,0.0,-1.3,0.7,-3.1,6.4,17.3
2025-01-21,0.0,0.0,0.0,-0.4,2.7,-3.1,9.3,19.4
2025-01-22,5.4,5.4,0.0,2.1,5.6,-1.0,10.2,20.2
2025-01-23,9.0,9.1,0.07,4.5,6.8,1.2,24.5,49.0
2025-01-24,6.0,6.0,0.0,7.2,8.4,5.1,30.5,58.0
2025-01-25,13.6,13.6,0.0,7.4,9.7,4.7,23.9,46.1
2025-01-26,5.4,5.5,0.07,4.0,8.1,1.9,24.1,47.2
2025-01-27,5.9,5.9,0.0,9.6,11.8,7.2,32.1,69.8
2025-01-28,0.8,0.8,0.0,7.9,9.4,6.9,23.9,61.2
2025-01-29,3.9,3.9,0.0,7.2,9.4,5.8,25.7,50.8
2025-01-30,6.9,6.9,0.0,5.2,6.2,1.9,12.7,24.5
2025-01-31,0.0,0.0,0.0,1.9,6.7,-0.4,10.9,22.0
2025-02-01,0.0,0.0,0.0,0.4,5.4,-2.8,9.0,20.5
2025-02-02,0.0,0.0,0.0,-0.8,4.7,-4.1,6.6,14.8
2025-02-03,0.0,0.0,0.0,-0.2,6.0,-3.3,8.4,20.9
2025-02-04,0.0,0.0,0.0,1.6,5.3,-0.7,14.7,30.2
2025-02-05,0.0,0.0,0.0,3.1,7.2,-0.2,14.3,27.7
2025-02-06,0.1,0.1,0.0,3.2,6.1,0.6,16.2,34.6
2025-02-07,0.1,0.1,0.0,3.6,5.3,1.9,25.0,54.0
2025-02-08,0.0,0.0,0.0,5.1,9.9,2.2,16.7,33.8
2025-02-09,0.0,0.0,0.0,3.2,6.1,0.7,9.4,17.6
2025-02-10,2.7,2.9,0.14,1.6,4.0,-0.4,20.6,42.5
2025-02-11,7.1,7.8,0.49,3.7,5.2,2.1,20.2,39.2
2025-02-12,0.4,0.4,0.0,3.7,6.4,2.0,10.2,23.8
2025-02-13,0.9,1.2,0.21,0.9,2.0,-0.6,12.7,27.7
2025-02-14,0.0,0.1,0.07,0.2,3.3,-3.7,9.4,21.2
2025-02-15,0.0,0.0,0.0,0.7,3.3,-1.1,9.2,21.6
2025-02-16,0.0,0.9,0.63,0.4,3.8,-2.0,18.9,41.0
2025-02-17,0.0,0.0,0.0,-1.3,3.8,-4.2,12.3,27.4
2025-02-18,0.0,0.0,0.0,-0.9,3.7,-4.2,16.2,35.6
2025-02-19,0.0,0.0,0.0,1.2,5.3,-1.5,17.0,32.8
2025-02-20,0.1,0.1,0.0,7.0,12.8,1.1,16.4,34.6
2025-02-21,0.0,0.0,0.0,13.2,18.3,9.8,17.7,36.7
2025-02-22,3.2,3.2,0.0,10.9,13.6,8.8,20.4,43.6
2025-02-23,0.0,0.0,0.0,9.7,14.6,5.2,18.7,41.4
2025-02-24,0.5,0.5,0.0,11.3,13.7,8.7,21.3,44.3
2025-02-25,2.4,2.4,0.0,8.6,12.9,5.6,12.6,26.3
2025-02-26,9.2,9.2,0.0,7.4,10.7,4.4,22.4,42.1
2025-02-27,5.3,5.3,0.0,5.5,8.1,3.0,23.4,46.1
2025-02-28,1.6,1.6,0.0,4.6,7.9,1.5,15.1,31.3
2025-03-01,0.0,0.0,0.0,2.8,6.4,0.2,10.7,22.7
2025-03-02,0.0,0.0,0.0,2.3,8.9,-2.8,7.1,17.6
2025-03-03,0.0,0.0,0.0,2.9,10.6,-3.2,5.7,12.2
2025-03-04,0.0,0.0,0.0,3.6,12.1,-2.4,7.6,13.7
2025-03-05,0.0,0.0,0.0,5.6,15.1,-1.6,11.0,22.0
2025-03-06,0.0,0.0,0.0,8.6,17.4,2.4,12.3,26.3
2025-03-07,0.0,0.0,0.0,10.5,17.7,4.9,11.7,25.2
2025-03-08,0.0,0.0,0.0,9.7,18.6,3.3,13.2,28.4
2025-03-09,0.0,0.0,0.0,9.9,18.4,3.5,10.1,23.0
2025-03-10,0.0,0.0,0.0,8.9,17.2,2.1,7.9,20.9
2025-03-11,0.2,0.2,0.0,4.9,7.5,1.9,12.0,27.0
2025-03-12,1.8,1.9,0.07,3.0,8.2,-1.2,11.8,26.6
2025-03-13,0.9,0.9,0.0,2.4,7.7,-2.0,10.0,23.4
2025-03-14,0.2,0.2,0.0,2.9,7.3,-1.8,11.6,25.2
2025-03-15,0.1,0.1,0.0,2.7,7.1,-1.3,19.5,41.8
2025-03-16,0.0,0.0,0.0,4.1,9.6,-1.1,16.6,33.5
2025-03-17,0.1,0.1,0.0,5.3,9.9,1.4,19.9,42.8
2025-03-18,0.0,0.0,0.0,4.4,10.6,-1.0,17.2,38.2
2025-03-19,0.0,0.0,0.0,7.4,17.4,-0.7,10.6,20.2
2025-03-20,0.0,0.0,0.0,10.8,18.4,3.8,10.5,17.6
2025-03-21,0.0,0.0,0.0,13.1,21.4,5.1,21.5,43.9
2025-03-22,0.4,0.4,0.0,14.3,17.3,11.1,17.0,34.9
2025-03-23,0.3,0.3,0.0,12.3,17.4,8.5,13.2,29.9
2025-03-24,0.2,0.2,0.0,10.6,16.2,5.8,13.9,30.6
2025-03-25,0.4,0.4,0.0,8.9,15.1,3.8,16.3,36.7
2025-03-26,0.5,0.5,0.0,8.7,11.4,5.4,12.8,28.1
2025-03-27,0.0,0.0,0.0,7.8,15.8,0.4,6.5,13.3
2025-03-28,0.8,0.8,0.0,8.3,14.2,2.0,11.6,29.9
2025-03-29,0.2,0.2,0.0,9.0,13.1,5.2,13.7,32.0
2025-03-30,0.3,0.3,0.0,9.6,13.1,5.4,27.7,56.9
2025-03-31,0.0,0.0,0.0,8.8,12.9,5.3,16.2,32.4
2025-04-01,0.0,0.0,0.0,8.2,13.8,2.5,22.5,50.0
2025-04-02,0.0,0.0,0.0,11.3,17.6,5.6,24.5,51.5
2025-04-03,0.0,0.0,0.0,13.7,19.9,8.7,18.0,40.0
2025-04-04,0.0,0.0,0.0,14.2,21.9,5.8,12.1,29.9
2025-04-05,0.0,0.0,0.0,12.0,16.9,6.8,18.8,39.2
2025-04-06,0.0,0.0,0.0,8.5,12.7,5.0,19.4,41.8
2025-04-07,0.0,0.0,0.0,7.4,13.1,1.0,10.8,27.4
2025-04-08,0.0,0.0,0.0,9.3,16.5,1.1,10.1,22.3
2025-04-09,0.0,0.0,0.0,8.8,14.3,3.9,16.1,32.4
2025-04-10,0.0,0.0,0.0,9.7,14.1,6.4,11.2,27.7
2025-04-11,0.0,0.0,0.0,10.2,18.6,1.5,9.1,23.8
2025-04-12,0.0,0.0,0.0,14.5,23.0,5.4,20.2,41.8
2025-04-13,1.9,1.9,0.0,15.0,18.4,11.4,24.2,51.1
2025-04-14,0.3,0.3,0.0,13.3,18.9,7.8,12.4,24.5
2025-04-15,2.1,2.1,0.0,14.4,20.4,10.1,16.9,39.6
2025-04-16,2.8,2.8,0.0,10.9,12.7,9.2,11.5,24.1
2025-04-17,8.6,8.6,0.0,8.6,10.4,7.7,11.7,23.0
2025-04-18,1.2,1.2,0.0,9.7,14.6,6.8,9.6,18.0
2025-04-19,0.0,0.0,0.0,10.0,15.9,3.3,12.8,29.5
2025-04-20,9.9,9.9,0.0,11.4,19.0,5.0,11.7,23.4
2025-04-21,1.7,1.7,0.0,12.0,16.2,6.9,10.4,25.6
2025-04-22,0.6,0.6,0.0,12.9,17.9,9.1,12.5,29.5
2025-04-23,3.0,3.0,0.0,11.6,15.1,9.4,10.6,22.3
2025-04-24,13.0,13.0,0.0,10.8,12.4,9.1,13.0,27.4
2025-04-25,0.1,0.1,0.0,10.8,16.5,7.6,13.8,29.2
2025-04-26,0.0,0.0,0.0,11.8,18.1,5.1,13.1,31.3
2025-04-27,0.0,0.0,0.0,13.6,20.0,6.9,10.1,24.8
2025-04-28,0.0,0.0,0.0,13.9,20.8,6.7,9.1,22.0
2025-04-29,0.0,0.0,0.0,15.0,22.3,7.2,10.8,25.6
2025-04-30,0.0,0.0,0.0,17.4,25.0,9.8,9.1,21.2
2025-05-01,0.0,0.0,0.0,19.9,28.6,9.7,12.1,27.0
2025-05-02,0.1,0.1,0.0,21.0,27.5,13.4,17.8,40.0
2025-05-03,0.1,0.1,0.0,15.2,21.1,10.8,19.6,41.4
2025-05-04,1.1,1.1,0.0,10.7,15.4,6.7,17.2,39.2
2025-05-05,0.2,0.2,0.0,9.6,14.3,3.5,17.8,38.9
2025-05-06,0.0,0.0,0.0,10.5,16.0,4.8,17.5,40.3
2025-05-07,0.1,0.1,0.0,11.3,16.1,5.8,14.8,33.1
2025-05-08,0.0,0.0,0.0,13.8,18.2,8.5,20.9,46.8
2025-05-09,0.0,0.0,0.0,13.9,21.4,6.1,24.6,53.3
2025-05-10,0.0,0.0,0.0,15.5,22.5,6.9,14.6,36.4
2025-05-11,0.0,0.0,0.0,17.8,24.6,9.6,17.2,39.6
2025-05-12,0.0,0.0,0.0,19.0,24.8,12.8,20.5,44.6
2025-05-13,0.0,0.0,0.0,17.8,23.1,11.6,13.7,31.0
2025-05-14,0.0,0.0,0.0,16.4,22.5,9.1,17.2,35.6
2025-05-15,0.0,0.0,0.0,14.7,20.5,9.4,17.3,40.7
2025-05-16,0.0,0.0,0.0,12.9,19.0,6.2,17.3,38.9
2025-05-17,0.0,0.0,0.0,14.0,19.0,8.2,19.5,41.0
2025-05-18,0.6,0.6,0.0,14.0,18.2,10.2,10.5,22.0
2025-05-19,0.0,0.0,0.0,15.8,21.8,8.1,12.5,31.7
2025-05-20,0.0,0.0,0.0,16.7,22.4,9.2,15.7,33.8
2025-05-21,0.3,0.3,0.0,13.8,19.5,7.0,16.3,36.0
2025-05-22,0.3,0.3,0.0,11.6,15.8,7.5,19.9,45.0
2025-05-23,1.2,1.2,0.0,10.6,15.3,5.4,20.5,43.9
2025-05-24,7.1,7.1,0.0,10.9,14.6,7.2,21.4,41.4
2025-05-25,2.5,2.5,0.0,16.4,20.5,14.4,26.4,55.8
2025-05-26,0.4,0.4,0.0,15.3,18.3,11.4,20.7,44.3
2025-05-27,10.1,10.1,0.0,14.6,18.3,12.6,29.1,59.0
2025-05-28,3.7,3.7,0.0,15.7,19.0,11.4,25.4,57.2
2025-05-29,0.9,0.9,0.0,14.3,19.2,8.8,25.0,52.9
2025-05-30,0.0,0.0,0.0,19.2,25.3,13.9,19.0,40.7
2025-05-31,3.2,3.2,0.0,19.9,26.1,13.5,15.1,38.5
2025-06-01,0.0,0.0,0.0,17.9,20.5,15.1,19.6,41.8
2025-06-02,1.7,1.7,0.0,15.3,19.5,10.4,16.4,38.9
2025-06-03,0.0,0.0,0.0,17.3,23.8,9.4,23.8,51.1
2025-06-04,1.8,1.8,0.0,16.5,18.8,14.4,16.4,41.0
2025-06-05,2.8,2.8,0.0,15.3,19.0,11.6,28.4,58.0
2025-06-06,6.7,6.7,0.0,16.3,19.9,13.1,24.2,50.0
2025-06-07,12.7,12.7,0.0,14.4,17.9,12.0,26.4,50.8
2025-06-08,2.0,2.0,0.0,13.5,15.6,10.9,28.5,62.3
2025-06-09,0.3,0.3,0.0,14.5,19.1,9.4,15.2,33.8
2025-06-10,0.8,0.8,0.0,15.4,18.8,12.2,25.4,52.2
2025-06-11,0.0,0.0,0.0,14.9,20.8,7.8,13.4,28.1
2025-06-12,0.0,0.0,0.0,20.8,28.5,12.4,20.2,45.7
2025-06-13,0.0,0.0,0.0,26.9,33.7,18.9,15.7,33.5
2025-06-14,1.7,1.7,0.0,25.6,32.6,21.4,20.2,50.4
2025-06-15,1.9,1.9,0.0,19.2,23.0,15.5,18.0,40.3
2025-06-16,0.0,0.0,0.0,19.2,25.7,13.0,14.5,33.8
2025-06-17,0.0,0.0,0.0,20.6,27.9,11.5,13.5,36.4
2025-06-18,0.0,0.0,0.0,21.4,28.5,13.4,18.9,41.8
2025-06-19,0.0,0.0,0.0,20.5,26.1,13.5,14.5,33.8
2025-06-20,0.0,0.0,0.0,20.5,26.2,13.4,14.2,34.2
2025-06-21,0.0,0.0,0.0,23.9,31.2,14.2,11.6,30.2
2025-06-22,0.7,0.7,0.0,25.2,32.1,19.0,21.4,46.1
2025-06-23,1.0,1.0,0.0,19.9,21.9,16.9,27.7,67.3
2025-06-24,1.3,1.3,0.0,18.8,22.8,13.1,29.9,60.8
2025-06-25,0.0,0.0,0.0,23.6,29.1,16.6,18.2,40.3
2025-06-26,9.7,9.7,0.0,21.3,24.4,18.7,27.2,56.5
2025-06-27,3.2,3.2,0.0,19.0,22.9,14.4,16.9,34.9
2025-06-28,0.0,0.0,0.0,21.9,26.2,17.8,19.0,39.6
2025-06-29,0.0,0.0,0.0,23.8,30.0,17.5,16.0,34.2
2025-06-30,0.0,0.0,0.0,25.1,32.0,16.9,10.5,27.0
2025-07-01,0.0,0.0,0.0,29.3,37.5,19.2,12.6,29.2
2025-07-02,8.9,8.9,0.0,26.8,36.0,18.9,21.3,55.4
2025-07-03,0.4,0.4,0.0,19.0,23.4,13.8,15.3,32.0
2025-07-04,0.0,0.0,0.0,19.1,25.8,10.8,10.8,27.4
2025-07-05,3.3,3.3,0.0,19.9,25.5,14.9,20.4,45.0
2025-07-06,4.4,4.4,0.0,17.6,19.9,15.1,19.0,40.3
2025-07-07,1.8,1.8,0.0,16.3,19.2,13.8,21.8,44.6
2025-07-08,3.8,3.8,0.0,15.0,19.9,11.4,21.7,46.1
2025-07-09,0.0,0.0,0.0,17.6,23.9,11.6,12.4,29.9
2025-07-10,0.0,0.0,0.0,19.8,25.6,11.6,15.3,36.0
2025-07-11,0.0,0.0,0.0,20.4,25.5,14.2,14.3,34.6
2025-07-12,0.0,0.0,0.0,21.0,27.1,13.6,17.1,37.8
2025-07-13,0.3,0.3,0.0,20.7,25.2,15.5,10.3,24.5
2025-07-14,1.3,1.3,0.0,20.9,26.0,14.1,18.2,41.4
2025-07-15,0.4,0.4,0.0,20.0,23.5,16.2,18.8,41.0
2025-07-16,1.3,1.3,0.0,18.1,21.7,15.1,23.1,51.8
2025-07-17,0.0,0.0,0.0,18.9,24.8,12.1,10.3,26.6
2025-07-18,0.0,0.0,0.0,21.5,29.0,12.8,12.3,29.5
2025-07-19,1.1,1.1,0.0,24.0,32.3,16.9,18.9,41.8
2025-07-20,5.5,5.5,0.0,21.4,27.5,18.0,20.1,42.5
2025-07-21,7.8,7.8,0.0,19.4,24.5,15.8,18.9,50.4
2025-07-22,3.9,3.9,0.0,18.6,22.7,14.6,19.0,41.4
2025-07-23,1.8,1.8,0.0,18.7,22.0,14.9,14.4,32.4
2025-07-24,0.7,0.7,0.0,19.4,25.0,14.0,11.6,25.2
2025-07-25,2.4,2.4,0.0,19.3,23.4,13.8,13.6,29.9
2025-07-26,0.2,0.2,0.0,20.2,26.2,13.4,16.3,36.0
2025-07-27,3.8,3.8,0.0,18.4,21.4,15.9,16.4,34.9
2025-07-28,0.8,0.8,0.0,17.3,20.9,12.9,18.0,38.9
2025-07-29,5.7,5.7,0.0,17.2,21.5,13.3,11.9,30.2
2025-07-30,1.0,1.0,0.0,17.7,22.6,13.4,17.8,40.3
2025-07-31,4.9,4.9,0.0,18.3,23.2,15.5,19.4,42.8
2025-08-01,2.5,2.5,0.0,17.0,20.7,13.6,16.9,40.3
2025-08-02,1.1,1.1,0.0,16.3,20.0,13.0,18.9,40.0
2025-08-03,4.0,4.0,0.0,18.3,24.0,14.0,19.7,42.5
2025-08-04,5.5,5.5,0.0,20.2,24.7,16.5,23.3,49.3
2025-08-05,2.0,2.0,0.0,18.3,20.8,15.1,23.5,48.6
2025-08-06,0.0,0.0,0.0,17.4,22.0,11.9,13.7,31.3
2025-08-07,0.0,0.0,0.0,19.2,24.9,13.3,14.3,31.0
2025-08-08,0.0,0.0,0.0,20.3,24.0,17.5,14.3,31.3
2025-08-09,0.0,0.0,0.0,18.7,24.9,11.9,15.2,32.0
2025-08-10,0.0,0.0,0.0,19.0,26.0,11.4,11.6,20.9
2025-08-11,0.0,0.0,0.0,21.0,27.6,12.9,10.5,24.8
2025-08-12,0.0,0.0,0.0,23.3,31.0,13.8,10.2,24.5
2025-08-13,0.0,0.0,0.0,25.9,33.0,18.6,10.1,24.5
2025-08-14,0.0,0.0,0.0,26.6,33.0,21.4,16.8,36.7
2025-08-15,0.0,0.0,0.0,22.9,28.8,15.7,16.1,33.8
2025-08-16,0.7,0.7,0.0,19.7,22.3,17.0,14.3,32.0
2025-08-17,0.0,0.0,0.0,16.2,19.8,10.4,13.8,31.0
2025-08-18,0.0,0.0,0.0,20.4,25.3,16.3,13.1,30.2
2025-08-19,0.0,0.0,0.0,21.1,28.0,13.7,17.6,36.7
2025-08-20,0.0,0.0,0.0,19.0,24.1,13.2,15.3,32.8
2025-08-21,0.0,0.0,0.0,17.7,23.2,12.2,20.8,44.6
2025-08-22,0.2,0.2,0.0,15.5,18.6,11.4,14.0,32.8
2025-08-23,0.3,0.3,0.0,16.2,20.0,12.7,12.8,30.2
2025-08-24,0.0,0.0,0.0,14.7,20.8,7.4,8.8,21.2
2025-08-25,0.0,0.0,0.0,15.7,22.7,7.1,10.4,19.1
2025-08-26,0.1,0.1,0.0,19.8,28.2,10.6,13.7,33.5
2025-08-27,0.3,0.3,0.0,20.3,25.8,16.5,12.3,27.7
2025-08-28,0.8,0.8,0.0,19.7,24.8,16.4,19.3,42.5
2025-08-29,3.5,3.5,0.0,17.0,22.4,13.0,22.7,50.0
2025-08-30,0.9,0.9,0.0,17.4,21.9,13.3,20.7,41.0
2025-08-31,6.2,6.2,0.0,19.6,24.8,17.5,17.7,36.7
2025-09-01,6.4,6.4,0.0,18.3,22.4,15.6,16.1,38.5
2025-09-02,0.3,0.3,0.0,17.4,21.6,13.4,19.3,42.8
2025-09-03,1.3,1.3,0.0,19.6,23.6,15.6,32.1,64.4
2025-09-04,0.1,0.1,0.0,18.9,22.9,15.7,21.2,45.0
2025-09-05,0.3,0.3,0.0,16.3,20.5,12.2,17.2,38.2
2025-09-06,0.0,0.0,0.0,16.6,23.1,9.0,14.3,29.2
2025-09-07,0.0,0.0,0.0,20.0,27.1,13.8,17.9,38.9
2025-09-08,1.2,1.2,0.0,21.3,25.7,18.6,13.5,30.2
2025-09-09,45.4,45.4,0.0,14.9,18.1,11.2,11.1,22.0
2025-09-10,0.3,0.3,0.0,14.5,21.0,8.9,15.3,33.1
2025-09-11,5.1,5.1,0.0,16.1,18.4,13.9,22.2,55.1
2025-09-12,1.1,1.1,0.0,14.7,18.5,12.2,26.9,53.6
2025-09-13,6.8,6.8,0.0,14.6,18.5,11.8,22.1,49.3
2025-09-14,0.5,0.5,0.0,14.6,18.6,10.3,18.3,34.6
2025-09-15,9.8,9.8,0.0,17.2,19.5,15.1,33.3,68.8
2025-09-16,0.0,0.0,0.0,15.3,18.1,13.6,28.5,58.3
2025-09-17,1.0,1.0,0.0,14.9,18.5,11.2,22.0,48.6
2025-09-18,0.0,0.0,0.0,18.8,22.8,16.5,20.3,42.8
2025-09-19,0.0,0.0,0.0,19.1,26.0,12.6,11.9,25.6
2025-09-20,0.7,0.7,0.0,20.6,24.0,17.2,17.6,36.7
2025-09-21,0.1,0.1,0.0,15.7,20.7,11.1,19.8,42.5
2025-09-22,0.4,0.4,0.0,12.0,16.0,8.0,18.9,41.0
2025-09-23,0.0,0.0,0.0,12.3,16.8,7.8,18.7,39.6
2025-09-24,0.0,0.0,0.0,11.9,15.6,8.1,23.0,51.1
2025-09-25,0.3,0.3,0.0,10.8,12.7,9.2,20.7,45.7
2025-09-26,0.2,0.2,0.0,11.8,15.6,8.9,11.7,26.6
2025-09-27,0.6,0.6,0.0,12.3,16.6,8.1,9.6,22.7
2025-09-28,0.0,0.0,0.0,12.5,19.1,6.0,6.2,17.6
2025-09-29,0.1,0.1,0.0,12.9,18.6,7.3,9.7,20.5
2025-09-30,0.4,0.4,0.0,12.9,17.6,8.9,9.1,23.4
2025-10-01,0.0,0.0,0.0,10.6,16.6,5.6,8.4,23.0
2025-10-02,0.0,0.0,0.0,10.9,16.9,6.7,9.5,23.4
2025-10-03,4.6,4.6,0.0,11.7,14.6,9.6,21.8,41.4
2025-10-04,17.0,17.0,0.0,13.4,16.7,11.4,31.2,68.4
2025-10-05,2.5,2.5,0.0,11.7,14.2,9.7,25.8,53.6
2025-10-06,0.0,0.0,0.0,12.8,14.8,10.4,17.9,37.1
2025-10-07,0.0,0.0,0.0,14.6,17.8,11.6,13.2,29.9
2025-10-08,0.3,0.3,0.0,14.6,16.8,13.1,7.9,19.1
2025-10-09,0.3,0.3,0.0,13.5,15.9,10.2,11.1,23.8
2025-10-10,0.1,0.1,0.0,14.7,17.9,12.2,9.8,23.0
2025-10-11,0.1,0.1,0.0,14.5,16.1,13.3,6.7,16.6
2025-10-12,0.0,0.0,0.0,14.0,15.9,11.9,9.8,22.3
2025-10-13,0.2,0.2,0.0,13.8,15.6,11.4,11.0,24.5
2025-10-14,0.2,0.2,0.0,12.0,14.6,9.5,7.6,15.1
2025-10-15,0.4,0.4,0.0,12.7,14.8,10.9,6.7,16.2
2025-10-16,0.7,0.7,0.0,12.0,14.9,7.4,10.2,22.0
2025-10-17,0.3,0.3,0.0,11.4,14.1,7.9,8.9,20.2
2025-10-18,0.0,0.0,0.0,10.5,13.2,8.6,11.3,23.0
2025-10-19,0.8,0.8,0.0,11.1,16.0,7.2,15.8,28.8
2025-10-20,2.3,2.3,0.0,15.1,18.2,12.8,19.6,41.0
2025-10-21,8.2,8.2,0.0,13.4,15.2,12.4,25.7,50.0
2025-10-22,0.2,0.2,0.0,12.7,15.2,11.0,15.6,32.4
2025-10-23,15.7,15.7,0.0,12.0,15.0,9.4,36.1,68.4
2025-10-24,1.1,1.1,0.0,8.9,11.2,7.2,28.0,59.8
2025-10-25,4.2,4.2,0.0,9.0,10.7,7.5,29.4,59.4
2025-10-26,2.9,2.9,0.0,7.3,10.6,5.1,27.4,55.4
2025-10-27,12.2,12.2,0.0,8.8,10.6,7.1,26.7,54.4
2025-10-28,1.3,1.3,0.0,10.7,13.2,7.3,24.9,59.4
2025-10-29,1.2,1.2,0.0,11.6,14.4,9.3,20.6,41.8
2025-10-30,7.5,7.5,0.0,10.1,13.1,8.0,22.8,43.6
2025-10-31,0.0,0.0,0.0,10.6,14.1,7.1,14.4,27.0
2025-11-01,5.5,5.5,0.0,12.5,14.5,10.1,22.3,41.4
2025-11-02,0.9,0.9,0.0,10.7,13.9,8.6,18.8,40.3
2025-11-03,0.0,0.0,0.0,9.5,13.1,6.2,23.0,50.4
2025-11-04,0.0,0.0,0.0,13.5,16.5,11.5,18.5,41.4
2025-11-05,0.0,0.0,0.0,13.0,17.1,10.5,16.9,31.7
2025-11-06,0.0,0.0,0.0,11.0,15.3,7.9,12.0,27.4
2025-11-07,0.0,0.0,0.0,10.4,16.1,6.3,8.6,15.5
2025-11-08,0.2,0.2,0.0,9.6,15.0,5.2,8.3,15.1
2025-11-09,0.8,0.8,0.0,10.4,13.1,6.6,11.5,25.9
2025-11-10,1.9,1.9,0.0,8.2,12.3,5.3,16.2,33.8
2025-11-11,0.5,0.5,0.0,10.6,13.1,9.2,19.3,39.6
2025-11-12,0.0,0.0,0.0,12.3,15.6,10.4,16.4,31.0
2025-11-13,0.2,0.2,0.0,14.2,16.4,11.9,18.8,36.7
2025-11-14,1.6,1.6,0.0,13.1,14.5,12.1,10.7,18.4
2025-11-15,4.1,4.1,0.0,11.6,13.0,10.1,8.7,17.6
2025-11-16,4.0,4.0,0.0,7.8,9.9,5.0,13.0,25.6
2025-11-17,0.4,0.4,0.0,4.2,7.1,1.4,19.6,42.8
2025-11-18,1.2,1.2,0.0,3.1,5.6,1.2,17.7,37.4
2025-11-19,4.4,4.4,0.0,4.8,6.3,3.2,20.5,44.6
2025-11-20,0.3,0.4,0.07,1.8,4.0,-0.3,14.5,34.6
2025-11-21,0.1,0.2,0.07,1.2,5.0,-1.9,10.2,20.9
2025-11-22,0.0,0.0,0.0,-0.2,2.8,-2.3,17.0,32.4
2025-11-23,1.2,1.5,0.21,2.5,4.8,-0.1,23.2,44.3
2025-11-24,6.7,6.7,0.0,5.3,6.9,4.1,18.1,33.8
2025-11-25,3.8,3.8,0.0,4.3,5.8,2.8,12.1,27.4
2025-11-26,0.0,0.0,0.0,2.9,5.5,-0.4,10.4,22.0
2025-11-27,0.6,0.6,0.0,4.2,7.2,0.7,20.8,40.7
2025-11-28,1.6,1.6,0.0,8.2,8.9,7.2,19.0,37.8
2025-11-29,1.0,1.0,0.0,9.0,10.9,7.4,23.1,45.7
2025-11-30,0.5,0.5,0.0,6.8,9.9,5.3,19.4,42.1
2025-12-01,0.3,0.3,0.0,4.9,7.3,2.0,22.4,44.6
2025-12-02,0.2,0.2,0.0,7.6,9.4,5.7,21.3,44.3
2025-12-03,1.7,1.7,0.0,7.3,8.6,6.2,10.4,22.3
2025-12-04,0.3,0.3,0.0,6.4,8.7,4.3,16.3,32.8
2025-12-05,0.0,0.0,0.0,4.2,6.2,1.5,15.4,29.2
2025-12-06,9.1,9.1,0.0,7.7,10.0,4.8,22.8,47.5
2025-12-07,8.4,8.4,0.0,10.4,13.8,7.9,27.4,53.3
2025-12-08,6.9,6.9,0.0,12.3,14.2,10.2,26.7,54.0
2025-12-09,2.2,2.2,0.0,12.5,14.2,11.0,18.8,36.7
2025-12-10,0.1,0.1,0.0,12.3,13.4,9.6,19.9,38.9
2025-12-11,0.0,0.0,0.0,7.2,8.9,3.5,13.8,25.2
2025-12-12,0.0,0.0,0.0,6.8,10.8,3.0,14.3,29.5
2025-12-13,0.0,0.0,0.0,7.2,9.6,3.1,10.7,20.2
2025-12-14,0.0,0.0,0.0,6.4,8.5,3.0,17.1,35.6
2025-12-15,0.0,0.0,0.0,6.5,9.5,3.2,14.6,29.9
2025-12-16,6.6,6.6,0.0,8.9,11.9,7.2,13.1,25.6
2025-12-17,0.1,0.1,0.0,7.9,9.8,5.7,14.6,31.0
2025-12-18,0.0,0.0,0.0,9.9,12.8,6.6,24.7,48.6
2025-12-19,3.0,3.0,0.0,10.1,13.6,5.8,25.0,49.7
2025-12-20,0.0,0.0,0.0,4.5,7.3,0.6,10.4,19.8
2025-12-21,0.0,0.0,0.0,8.2,11.2,6.7,15.2,28.4
2025-12-22,0.0,0.0,0.0,5.1,7.2,3.2,14.5,28.1
2025-12-23,0.0,0.0,0.0,4.0,5.8,1.8,20.9,43.9
2025-12-24,0.0,0.0,0.0,0.9,3.6,-1.5,24.1,48.2
2025-12-25,0.0,0.0,0.0,-2.4,-0.2,-4.3,23.5,46.4
2025-12-26,0.0,0.0,0.0,-1.8,2.5,-4.7,13.8,26.3
2025-12-27,0.0,0.0,0.0,-0.1,3.1,-2.7,12.4,25.9
2025-12-28,0.0,0.0,0.0,2.3,5.7,-3.0,10.0,22.3
2025-12-29,0.0,0.0,0.0,0.3,4.0,-3.2,10.6,19.4
2025-12-30,0.0,0.0,0.0,1.7,4.7,-0.8,13.0,23.0
2025-12-31,0.1,0.1,0.0,0.3,3.8,-2.4,16.0,29.5
2026-01-01,1.0,1.1,0.07,2.5,3.8,1.1,25.7,52.9
2026-01-02,0.8,3.6,1.96,1.5,3.2,0.4,23.9,50.4
2026-01-03,0.0,8.0,5.6,0.1,1.5,-1.4,21.0,44.6
2026-01-04,0.0,9.3,6.51,-0.4,0.8,-1.9,21.1,45.4
2026-01-05,0.0,0.6,0.42,-2.1,-0.1,-3.8,17.6,35.6
2026-01-06,0.0,0.4,0.35,-2.0,1.0,-5.1,14.2,28.1
2026-01-07,0.0,3.4,2.38,-0.8,0.6,-3.2,27.8,54.7
